CPRO,CMUN,NOMBRE
14,0478,Obejo
14,0484,Palenciana
14,0497,Palma del Río
14,0500,Pedro Abad
14,0517,Pedroche
14,0522,Peñarroya-Pueblonuevo
14,0538,Posadas
14,0543,Pozoblanco
14,0556,Priego de Córdoba
14,0569,Puente Genil
14,0575,Rambla (La)
14,0581,Rute
14,0594,San Sebastián de los Ballesteros
14,0615,Santa Eufemia
14,0608,Santaella
14,0620,Torrecampo
14,0636,Valenzuela
14,0641,Valsequillo
14,0654,Victoria (La)
14,0667,Villa del Río
14,0673,Villafranca de Córdoba
14,0689,Villaharta
14,0692,Villanueva de Córdoba
14,0706,Villanueva del Duque
14,0713,Villanueva del Rey
14,0728,Villaralto
14,0734,Villaviciosa de Córdoba
14,0749,Viso (El)
14,0752,Zuheros
15,0011,Abegondo
15,0026,Ames
15,0032,Aranga
15,0047,Ares
15,0050,Arteixo
15,0063,Arzúa
15,0079,Baña (A)
15,0085,Bergondo
15,0098,Betanzos
15,0102,Boimorto
15,0119,Boiro
15,0124,Boqueixón
15,0130,Brión
15,0145,Cabana de Bergantiños
15,0158,Cabanas
15,0161,Camariñas
15,0177,Cambre
15,0183,Capela (A)
15,0196,Carballo
15,9012,Cariño
15,0200,Carnota
15,0217,Carral
15,0222,Cedeira
15,0238,Cee
15,0243,Cerceda
15,0256,Cerdido
15,0269,Cesuras
15,0275,Coirós
15,0281,Corcubión
15,0294,Coristanco
15,0308,Coruña (A)
15,0315,Culleredo
15,0320,Curtis
15,0336,Dodro
15,0341,Dumbría
15,0354,Fene
15,0367,Ferrol
15,0373,Fisterra
15,0389,Frades
15,0392,Irixoa
15,0413,Laracha (A)
15,0406,Laxe
15,0428,Lousame
15,0434,Malpica de Bergantiños
15,0449,Mañón
15,0452,Mazaricos
15,0465,Melide
15,0471,Mesía
15,0487,Miño
15,0490,Moeche
15,0503,Monfero
15,0510,Mugardos
15,0531,Muros
15,0525,Muxía
15,0546,Narón
15,0559,Neda
15,0562,Negreira
15,0578,Noia
15,0584,Oleiros
15,0597,Ordes
15,0601,Oroso
15,0618,Ortigueira
15,0623,Outes
15,0639,Oza dos Ríos
15,0644,Paderne
15,0657,Padrón
15,0660,Pino (O)
15,0676,Pobra do Caramiñal (A)
15,0682,Ponteceso
15,0695,Pontedeume
15,0709,Pontes de García Rodríguez (As)
15,0716,Porto do Son
15,0721,Rianxo
15,0737,Ribeira
15,0742,Rois
15,0755,Sada
15,0768,San Sadurniño
15,0774,Santa Comba
15,0780,Santiago de Compostela
15,0793,Santiso
15,0807,Sobrado
15,0814,Somozas (As)
15,0829,Teo
15,0835,Toques
15,0840,Tordoia
15,0853,Touro
15,0866,Trazo
15,0888,Val do Dubra
15,0872,Valdoviño
15,0891,Vedra
15,0912,Vilarmaior
15,0905,Vilasantar
15,0927,Vimianzo
15,0933,Zas
16,0014,Abia de la Obispalía
16,0029,Acebrón (El)
16,0035,Alarcón
16,0040,Albaladejo del Cuende
16,0053,Albalate de las Nogueras
16,0066,Albendea
16,0072,Alberca de Záncara (La)
16,0088,Alcalá de la Vega
16,0091,Alcantud
16,0105,Alcázar del Rey
16,0112,Alcohujate
16,0127,Alconchel de la Estrella
16,0133,Algarra
16,0148,Aliaguilla
16,0151,Almarcha (La)
16,0164,Almendros
16,0170,Almodóvar del Pinar
16,0186,Almonacid del Marquesado
16,0199,Altarejos
16,0203,Arandilla del Arroyo
16,9054,Arcas del Villar
16,0225,Arcos de la Sierra
16,0246,Arguisuelas
16,0259,Arrancacepas
16,0262,Atalaya del Cañavate
16,0278,Barajas de Melo
16,0297,Barchín del Hoyo
16,0301,Bascuñana de San Pedro
16,0318,Beamud
16,0323,Belinchón
16,0339,Belmonte
16,0344,Belmontejo
16,0357,Beteta
16,0360,Boniches
16,0382,Buciegas
16,0395,Buenache de Alarcón
16,0409,Buenache de la Sierra
16,0416,Buendía
16,0421,Campillo de Altobuey
16,0437,Campillos-Paravientos
16,0442,Campillos-Sierra
16,9015,Campos del Paraíso
16,0455,Canalejas del Arroyo
16,0468,Cañada del Hoyo
16,0474,Cañada Juncosa
16,0480,Cañamares
16,0493,Cañavate (El)
16,0506,Cañaveras
16,0513,Cañaveruelas
16,0528,Cañete
16,0534,Cañizares
16,0552,Carboneras de Guadazaón
16,0565,Cardenete
16,0571,Carrascosa
16,0587,Carrascosa de Haro
16,0604,Casas de Benítez
16,0611,Casas de Fernando Alonso
16,0626,Casas de Garcimolina
16,0632,Casas de Guijarro
16,0647,Casas de Haro
16,0650,Casas de los Pinos
16,0663,Casasimarro
16,0679,Castejón
16,0685,Castillejo de Iniesta
16,0702,Castillejo-Sierra
16,0724,Castillo de Garcimuñoz
16,0719,Castillo-Albaráñez
16,0730,Cervera del Llano
16,0231,Chillarón de Cuenca
16,0817,Chumillas
16,0745,Cierva (La)
16,0783,Cuenca
16,0796,Cueva del Hierro
16,0822,Enguídanos
16,0838,Fresneda de Altarejos
16,0843,Fresneda de la Sierra
16,0856,Frontera (La)
16,0869,Fuente de Pedro Naharro
16,0875,Fuentelespino de Haro
16,0881,Fuentelespino de Moya
16,9041,Fuentenava de Jábaga
16,0894,Fuentes
16,0915,Fuertescusa
16,0920,Gabaldón
16,0936,Garaballa
16,0941,Gascueña
16,0954,Graja de Campalbo
16,0967,Graja de Iniesta
16,0973,Henarejos
16,0989,Herrumblar (El)
16,0992,Hinojosa (La)
16,1006,Hinojosos (Los)
16,1013,Hito (El)
16,1028,Honrubia
16,1034,Hontanaya
16,1049,Hontecillas
16,1065,Horcajo de Santiago
16,1071,Huélamo
16,1087,Huelves
16,1090,Huérguina
16,1104,Huerta de la Obispalía
16,1111,Huerta del Marquesado
16,1126,Huete
16,1132,Iniesta
16,1150,Laguna del Marquesado
16,1163,Lagunaseca
16,1179,Landete
16,1185,Ledaña
16,1198,Leganiel
16,1219,Majadas (Las)
16,1224,Mariana
16,1230,Masegosa
16,1245,Mesas (Las)
16,1258,Minglanilla
16,1261,Mira
16,1283,Monreal del Llano
16,1296,Montalbanejo
16,1300,Montalbo
16,1317,Monteagudo de las Salinas
16,1322,Mota de Altarejos
16,1338,Mota del Cuervo
16,1343,Motilla del Palancar
16,1356,Moya
16,1375,Narboneta
16,1394,Olivares de Júcar
16,1408,Olmeda de la Cuesta
16,1415,Olmeda del Rey
16,1420,Olmedilla de Alarcón
16,1436,Olmedilla de Eliz
16,1454,Osa de la Vega
16,1467,Pajarón
16,1473,Pajaroncillo
16,1489,Palomares del Campo
16,1492,Palomera
16,1505,Paracuellos
16,1512,Paredes
16,1527,Parra de las Vegas (La)
16,1533,Pedernoso (El)
16,1548,Pedroñeras (Las)
16,1551,Peral (El)
16,1564,Peraleja (La)
16,1570,Pesquera (La)
16,1586,Picazo (El)
16,1599,Pinarejo
16,1603,Pineda de Gigüela
16,1610,Piqueras del Castillo
16,1625,Portalrubio de Guadamejud
16,1631,Portilla
16,1659,Poyatos
16,1662,Pozoamargo
16,9089,Pozorrubielos de la Mancha
16,1678,Pozorrubio
16,1697,Pozuelo (El)
16,1701,Priego
16,1718,Provencio (El)
16,1723,Puebla de Almenara
16,1739,Puebla de Don Francisco
16,1744,Puebla del Salvador
16,1757,Quintanar del Rey
16,1760,Rada de Haro
16,1776,Reíllo
16,1816,Rozalén del Monte
16,1855,Saceda-Trasierra
16,1868,Saelices
16,1874,Salinas del Manzano
16,1880,Salmeroncillos
16,1893,Salvacañete
16,1907,San Clemente
16,1914,San Lorenzo de la Parrilla
16,1929,San Martín de Boniches
16,1935,San Pedro Palmiches
16,1940,Santa Cruz de Moya
16,1966,Santa María de los Llanos
16,1953,Santa María del Campo Rus
16,1972,Santa María del Val
16,1988,Sisante
16,1991,Solera de Gabaldón
16,9092,Sotorribas
16,2027,Talayuelas
16,2033,Tarancón
16,2048,Tébar
16,2051,Tejadillos
16,2064,Tinajas
16,2099,Torralba
16,2110,Torrejoncillo del Rey
16,2125,Torrubia del Campo
16,2131,Torrubia del Castillo
16,2159,Tragacete
16,2162,Tresjuncos
16,2178,Tribaldos
16,2184,Uclés
16,2197,Uña
16,9067,Valdecolmenas (Los)
16,2244,Valdemeca
16,2257,Valdemorillo de la Sierra
16,2276,Valdemoro-Sierra
16,2282,Valdeolivas
16,9020,Valdetórtola
16,9036,Valeras (Las)
16,2316,Valhermoso de la Fuente
16,2342,Valsalobre
16,2368,Valverde de Júcar
16,2374,Valverdejo
16,2380,Vara de Rey
16,2393,Vega del Codorno
16,2407,Vellisca
16,2429,Villaconejos de Trabaque
16,2435,Villaescusa de Haro
16,2440,Villagarcía del Llano
16,2453,Villalba de la Sierra
16,2466,Villalba del Rey
16,2472,Villalgordo del Marquesado
16,2488,Villalpardo
16,2491,Villamayor de Santiago
16,2504,Villanueva de Guadamejud
16,2511,Villanueva de la Jara
16,2532,Villar de Cañas
16,2547,Villar de Domingo García
16,2550,Villar de la Encina
16,2630,Villar de Olalla
16,2585,Villar del Humo
16,2598,Villar del Infantado
16,9106,Villar y Velasco
16,2645,Villarejo de Fuentes
16,2658,Villarejo de la Peñuela
16,2661,Villarejo-Periesteban
16,2696,Villares del Saz
16,2700,Villarrubio
16,2717,Villarta
16,2722,Villas de la Ventosa
16,2738,Villaverde y Pasaconsol
16,2743,Víllora
16,2756,Vindel
16,2769,Yémeda
16,2775,Zafra de Záncara
16,2781,Zafrilla
16,2794,Zarza de Tajo
16,2808,Zarzuela
17,0010,Agullana
17,0025,Aiguaviva
17,0031,Albanyà
17,0046,Albons
17,0062,Alp
17,0078,Amer
17,0084,Anglès
17,0097,Arbúcies
17,0101,Argelaguer
17,0118,Armentera (L')
17,0123,Avinyonet de Puigventós
17,0157,Banyoles
17,0160,Bàscara
17,0139,Begur
17,0182,Bellcaire d'Empordà
17,0195,Besalú
17,0209,Bescanó
17,0216,Beuda
17,0221,Bisbal d'Empordà (La)
17,2348,Biure
17,0237,Blanes
17,0293,Boadella i les Escaules
17,0242,Bolvir
17,0255,Bordils
17,0268,Borrassà
17,0274,Breda
17,0280,Brunyola
17,0314,Cabanelles
17,0307,Cabanes
17,0329,Cadaqués
17,0335,Caldes de Malavella
17,0340,Calonge
17,0353,Camós
17,0366,Campdevànol
17,0372,Campelles
17,0388,Campllong
17,0391,Camprodon
17,0405,Canet d'Adri
17,0412,Cantallops
17,0427,Capmany
17,0448,Cassà de la Selva
17,0464,Castellfollit de la Roca
17,0470,Castelló d'Empúries
17,0486,Castell-Platja d'Aro
17,1899,Cellera de Ter (La)
17,0499,Celrà
17,0502,Cervià de Ter
17,0519,Cistella
17,0545,Colera
17,0558,Colomers
17,0577,Corçà
17,0561,Cornellà del Terri
17,0583,Crespià
17,9011,"Cruïlles, Monells i Sant Sadurní de l'Heura"
17,0600,Darnius
17,0617,Das
17,0622,Escala (L')
17,0638,Espinelves
17,0643,Espolla
17,0656,Esponellà
17,0059,Far d'Empordà (El)
17,0669,Figueres
17,0675,Flaçà
17,0681,Foixà
17,0694,Fontanals de Cerdanya
17,0708,Fontanilles
17,0715,Fontcoberta
17,9026,Forallac
17,0736,Fornells de la Selva
17,0741,Fortià
17,0754,Garrigàs
17,0767,Garrigoles
17,0773,Garriguella
17,0789,Ger
17,0792,Girona
17,0806,Gombrèn
17,0813,Gualta
17,0828,Guils de Cerdanya
17,0834,Hostalric
17,0849,Isòvol
17,0852,Jafre
17,0865,Jonquera (La)
17,0871,Juià
17,0887,Lladó
17,0890,Llagostera
17,0904,Llambilles
17,0911,Llanars
17,0926,Llançà
17,0932,Llers
17,0947,Llívia
17,0950,Lloret de Mar
17,0963,Llosses (Les)
17,1024,Maçanet de Cabrenys
17,1030,Maçanet de la Selva
17,0979,Madremanya
17,0985,Maià de Montcal
17,1002,Masarac
17,1019,Massanes
17,0998,Meranges
17,1058,Mieres
17,1061,Mollet de Peralada
17,1077,Molló
17,1096,Montagut i Oix
17,1100,Mont-ras
17,1117,Navata
17,1122,Ogassa
17,1143,Olot
17,1156,Ordis
17,1169,Osor
17,1175,Palafrugell
17,1181,Palamós
17,1194,Palau de Santa Eulàlia
17,1215,Palau-sator
17,1208,Palau-saverdera
17,1236,Palol de Revardit
17,1241,Pals
17,1254,Pardines
17,1267,Parlavà
17,1289,Pau
17,1292,Pedret i Marzà
17,1306,Pera (La)
17,1328,Peralada
17,1334,Planes d'Hostoles (Les)
17,1349,Planoles
17,1352,Pont de Molins
17,1365,Pontós
17,1371,Porqueres
17,1404,Port de la Selva (El)
17,1387,Portbou
17,1390,Preses (Les)
17,1411,Puigcerdà
17,1426,Quart
17,0433,Queralbs
17,1432,Rabós
17,1447,Regencós
17,1450,Ribes de Freser
17,1463,Riells i Viabrea
17,1479,Ripoll
17,1485,Riudarenes
17,1498,Riudaura
17,1501,Riudellots de la Selva
17,1518,Riumors
17,1523,Roses
17,1539,Rupià
17,1544,Sales de Llierca
17,1557,Salt
17,1576,Sant Andreu Salou
17,1833,Sant Aniol de Finestres
17,1582,Sant Climent Sescebes
17,1595,Sant Feliu de Buixalleu
17,1609,Sant Feliu de Guíxols
17,1616,Sant Feliu de Pallerols
17,1621,Sant Ferriol
17,1637,Sant Gregori
17,1642,Sant Hilari Sacalm
17,1655,Sant Jaume de Llierca
17,1674,Sant Joan de les Abadesses
17,1680,Sant Joan de Mollet
17,1851,Sant Joan les Fonts
17,1668,Sant Jordi Desvalls
17,1693,Sant Julià de Ramis
17,9032,Sant Julià del Llor i Bonmatí
17,1714,Sant Llorenç de la Muga
17,1729,Sant Martí de Llémena
17,1735,Sant Martí Vell
17,1740,Sant Miquel de Campmajor
17,1753,Sant Miquel de Fluvià
17,1766,Sant Mori
17,1772,Sant Pau de Segúries
17,1788,Sant Pere Pescador
17,1805,Santa Coloma de Farners
17,1812,Santa Cristina d'Aro
17,1827,Santa Llogaia d'Àlguema
17,1848,Santa Pau
17,1864,Sarrià de Ter
17,1870,"Saus, Camallera i Llampaies"
17,1886,Selva de Mar (La)
17,1903,Serinyà
17,1910,Serra de Daró
17,1925,Setcases
17,1931,Sils
17,0524,Siurana
17,1946,Susqueda
17,1959,Tallada d'Empordà (La)
17,1962,Terrades
17,1978,Torrent
17,1984,Torroella de Fluvià
17,1997,Torroella de Montgrí
17,2001,Tortellà
17,2018,Toses
17,2023,Tossa de Mar
17,2044,Ullà
17,2057,Ullastret
17,2039,Ultramort
17,2060,Urús
17,0144,Vajol (La)
17,2082,Vall de Bianya (La)
17,2076,Vall d'en Bas (La)
17,1707,Vallfogona de Ripollès
17,2095,Vall-llobrega
17,2109,Ventalló
17,2116,Verges
17,2121,Vidrà
17,2137,Vidreres
17,2142,Vilabertran
17,2155,Vilablareix
17,2174,Viladamat
17,2168,Viladasens
17,2180,Vilademuls
17,2207,Viladrau
17,2214,Vilafant
17,2235,Vilajuïga
17,2240,Vilallonga de Ter
17,2253,Vilamacolum
17,2266,Vilamalla
17,2272,Vilamaniscle
17,2288,Vilanant
17,2305,Vila-sacra
17,2229,Vilaür
17,2333,Vilobí d'Onyar
17,2327,Vilopriu
18,0016,Agrón
18,0021,Alamedilla
18,0037,Albolote
18,0042,Albondón
18,0055,Albuñán
18,0068,Albuñol
18,0074,Albuñuelas
18,0107,Aldeire
18,0114,Alfacar
18,0129,Algarinejo
18,0135,Alhama de Granada
18,0140,Alhendín
18,0153,Alicún de Ortega
18,0166,Almegíjar
18,0172,Almuñécar
18,9043,Alpujarra de la Sierra
18,0188,Alquife
18,0205,Arenas del Rey
18,0212,Armilla
18,0227,Atarfe
18,0233,Baza
18,0248,Beas de Granada
18,0251,Beas de Guadix
18,0270,Benalúa
18,0286,Benalúa de las Villas
18,0299,Benamaurel
18,0303,Bérchules
18,0325,Bubión
18,0331,Busquístar
18,0346,Cacín
18,0359,Cádiar
18,0362,Cájar
18,1149,Calahorra (La)
18,0378,Calicasas
18,0384,Campotéjar
18,0397,Caniles
18,0401,Cáñar
18,0423,Capileira
18,0439,Carataunas
18,0444,Cástaras
18,0457,Castilléjar
18,0460,Castril
18,0476,Cenes de la Vega
18,0592,Chauchina
18,0613,Chimeneas
18,0628,Churriana de la Vega
18,0482,Cijuela
18,0495,Cogollos de Guadix
18,0508,Cogollos de la Vega
18,0515,Colomera
18,0536,Cortes de Baza
18,0541,Cortes y Graena
18,9120,Cuevas del Campo
18,0567,Cúllar
18,0573,Cúllar Vega
18,0634,Darro
18,0649,Dehesas de Guadix
18,0665,Deifontes
18,0671,Diezma
18,0687,Dílar
18,0690,Dólar
18,0704,Dúdar
18,0711,Dúrcal
18,0726,Escúzar
18,0747,Ferreira
18,0763,Fonelas
18,0785,Freila
18,0798,Fuente Vaqueros
18,9056,Gabias (Las)
18,0824,Galera
18,0830,Gobernador
18,0845,Gójar
18,0858,Gor
18,0861,Gorafe
18,0877,Granada
18,0883,Guadahortuna
18,0896,Guadix
18,9069,Guajares (Los)
18,0938,Gualchos
18,0943,Güejar Sierra
18,0956,Güevéjar
18,0969,Huélago
18,0975,Huéneja
18,0981,Huéscar
18,0994,Huétor de Santillán
18,1008,Huétor Tájar
18,1015,Huétor Vega
18,1020,Illora
18,1036,Itrabo
18,1054,Iznalloz
18,1073,Jayena
18,1089,Jerez del Marquesado
18,1092,Jete
18,1113,Jun
18,1128,Juviles
18,1152,Láchar
18,1165,Lanjarón
18,1171,Lanteira
18,1190,Lecrín
18,1204,Lentegí
18,1211,Lobras
18,1226,Loja
18,1232,Lugros
18,1247,Lújar
18,1263,Malahá (La)
18,1279,Maracena
18,1285,Marchal
18,1324,Moclín
18,1330,Molvízar
18,1345,Monachil
18,1358,Montefrío
18,1361,Montejícar
18,1377,Montillana
18,1383,Moraleda de Zafayona
18,9094,Morelábor
18,1400,Motril
18,1417,Murtas
18,9038,Nevada
18,1438,Nigüelas
18,1443,Nívar
18,1456,Ogíjares
18,1469,Orce
18,1475,Órgiva
18,1481,Otívar
18,1494,Otura
18,1507,Padul
18,1514,Pampaneira
18,1529,Pedro Martínez
18,1535,Peligros
18,1540,Peza (La)
18,9108,Pinar (El)
18,1572,Pinos Genil
18,1588,Pinos Puente
18,1591,Píñar
18,1612,Polícar
18,1627,Polopos
18,1633,Pórtugos
18,1648,Puebla de Don Fadrique
18,1651,Pulianas
18,1670,Purullena
18,1686,Quéntar
18,1703,Rubite
18,1710,Salar
18,1731,Salobreña
18,1746,Santa Cruz del Comercio
18,1759,Santa Fe
18,1762,Soportújar
18,1778,Sorvilán
18,9017,Taha (La)
18,1784,Torre-Cardela
18,1797,Torvizcón
18,1801,Trevélez
18,1818,Turón
18,1823,Ugíjar
18,9022,Valle (El)
18,9075,Valle del Zalabí
18,1839,Válor
18,9115,Vegas del Genil
18,1844,Vélez de Benaudalla
18,1857,Ventas de Huelma
18,9081,Villamena
18,1876,Villanueva de las Torres
18,1882,Villanueva Mesía
18,1895,Víznar
18,1921,Zafarraya
18,9136,Zagra
18,1937,Zubia (La)
18,1942,Zújar
19,0019,Abánades
19,0024,Ablanque
19,0030,Adobes
19,0045,Alaminos
19,0058,Alarilla
19,0061,Albalate de Zorita
19,0077,Albares
19,0083,Albendiego
19,0096,Alcocer
19,0100,Alcolea de las Peñas
19,0117,Alcolea del Pinar
19,0138,Alcoroches
19,0156,Aldeanueva de Guadalajara
19,0169,Algar de Mesa
19,0175,Algora
19,0181,Alhóndiga
19,0194,Alique
19,0208,Almadrones
19,0215,Almoguera
19,0220,Almonacid de Zorita
19,0236,Alocén
19,0241,Alovera
19,0273,Alustante
19,0313,Angón
19,0328,Anguita
19,0334,Anquela del Ducado
19,0349,Anquela del Pedregal
19,0365,Aranzueque
19,0371,Arbancón
19,0387,Arbeteta
19,0390,Argecilla
19,0404,Armallones
19,0411,Armuña de Tajuña
19,0426,Arroyo de las Fraguas
19,0432,Atanzón
19,0447,Atienza
19,0450,Auñón
19,0463,Azuqueca de Henares
19,0479,Baides
19,0485,Baños de Tajo
19,0498,Bañuelos
19,0501,Barriopedro
19,0518,Berninches
19,0523,Bodera (La)
19,0539,Brihuega
19,0544,Budia
19,0557,Bujalaro
19,0576,Bustares
19,0582,Cabanillas del Campo
19,0595,Campillo de Dueñas
19,0609,Campillo de Ranas
19,0616,Campisábalos
19,0642,Canredondo
19,0655,Cantalojas
19,0668,Cañizar
19,0674,Cardoso de la Sierra (El)
19,0707,Casa de Uceda
19,0714,Casar (El)
19,0735,Casas de San Galindo
19,0740,Caspueñas
19,0753,Castejón de Henares
19,0766,Castellar de la Muela
19,0788,Castilforte
19,0791,Castilnuevo
19,0805,Cendejas de Enmedio
19,0812,Cendejas de la Torre
19,0827,Centenera
19,1039,Checa
19,1044,Chequilla
19,1060,Chillarón del Rey
19,1057,Chiloeches
19,0864,Cifuentes
19,0870,Cincovillas
19,0886,Ciruelas
19,0899,Ciruelos del Pinar
19,0903,Cobeta
19,0910,Cogollor
19,0925,Cogolludo
19,0959,Condemios de Abajo
19,0962,Condemios de Arriba
19,0978,Congostrina
19,0984,Copernal
19,0997,Corduente
19,1023,Cubillo de Uceda (El)
19,1076,Driebes
19,1082,Durón
19,1095,Embid
19,1109,Escamilla
19,1116,Escariche
19,1121,Escopete
19,1137,Espinosa de Henares
19,1142,Esplegares
19,1155,Establés
19,1168,Estriégana
19,1174,Fontanar
19,1180,Fuembellida
19,1193,Fuencemillán
19,1207,Fuentelahiguera de Albatages
19,1214,Fuentelencina
19,1229,Fuentelsaz
19,1235,Fuentelviejo
19,1240,Fuentenovilla
19,1253,Gajanejos
19,1266,Galápagos
19,1272,Galve de Sorbe
19,1291,Gascueña de Bornova
19,1305,Guadalajara
19,1327,Henche
19,1333,Heras de Ayuso
19,1348,Herrería
19,1351,Hiendelaencina
19,1364,Hijes
19,1386,Hita
19,1399,Hombrados
19,1425,Hontoba
19,1431,Horche
19,1459,Hortezuela de Océn
19,1462,Huerce (La)
19,1478,Huérmeces del Cerro
19,1484,Huertahernando
19,1500,Hueva
19,1517,Humanes
19,1522,Illana
19,1538,Iniéstola
19,1543,Inviernas (Las)
19,1556,Irueste
19,1569,Jadraque
19,1575,Jirueque
19,1594,Ledanca
19,1608,Loranca de Tajuña
19,1615,Lupiana
19,1620,Luzaga
19,1636,Luzón
19,1654,Majaelrayo
19,1667,Málaga del Fresno
19,1673,Malaguilla
19,1689,Mandayona
19,1692,Mantiel
19,1706,Maranchón
19,1713,Marchamalo
19,1728,Masegoso de Tajuña
19,1734,Matarrubia
19,1749,Matillas
19,1752,Mazarete
19,1765,Mazuecos
19,1771,Medranda
19,1787,Megina
19,1790,Membrillera
19,1811,Miedes de Atienza
19,1826,Mierla (La)
19,1847,Millana
19,1832,Milmarcos
19,1850,Miñosa (La)
19,1863,Mirabueno
19,1879,Miralrío
19,1885,Mochales
19,1898,Mohernando
19,1902,Molina de Aragón
19,1919,Monasterio
19,1924,Mondéjar
19,1930,Montarrón
19,1945,Moratilla de los Meleros
19,1958,Morenilla
19,1961,Muduex
19,1977,Navas de Jadraque (Las)
19,1983,Negredo
19,1996,Ocentejo
19,2000,Olivar (El)
19,2017,Olmeda de Cobeta
19,2022,Olmeda de Jadraque (La)
19,2038,Ordial (El)
19,2043,Orea
19,2081,Pálmaces de Jadraque
19,2094,Pardos
19,2108,Paredes de Sigüenza
19,2115,Pareja
19,2120,Pastrana
19,2136,Pedregal (El)
19,2141,Peñalén
19,2154,Peñalver
19,2167,Peralejos de las Truchas
19,2173,Peralveche
19,2189,Pinilla de Jadraque
19,2192,Pinilla de Molina
19,2206,Pioz
19,2213,Piqueras
19,2228,Pobo de Dueñas (El)
19,2234,Poveda de la Sierra
19,2249,Pozo de Almoguera
19,2252,Pozo de Guadalajara
19,2265,Prádena de Atienza
19,2271,Prados Redondos
19,2287,Puebla de Beleña
19,2290,Puebla de Valles
19,2304,Quer
19,2311,Rebollosa de Jadraque
19,2326,Recuenco (El)
19,2332,Renera
19,2347,Retiendas
19,2350,Riba de Saelices
19,2379,Rillo de Gallo
19,2385,Riofrío del Llano
19,2398,Robledillo de Mohernando
19,2402,Robledo de Corpes
19,2419,Romanillos de Atienza
19,2424,Romanones
19,2430,Rueda de la Sierra
19,2445,Sacecorbo
19,2458,Sacedón
19,2461,Saelices de la Sal
19,2477,Salmerón
19,2483,San Andrés del Congosto
19,2496,San Andrés del Rey
19,2509,Santiuste
19,2516,Saúca
19,2521,Sayatón
19,2542,Selas
19,9010,Semillas
19,2555,Setiles
19,2568,Sienes
19,2574,Sigüenza
19,2580,Solanillos del Extremo
19,2593,Somolinos
19,2607,Sotillo (El)
19,2614,Sotodosos
19,2629,Tamajón
19,2635,Taragudo
19,2640,Taravilla
19,2653,Tartanedo
19,2666,Tendilla
19,2672,Terzaga
19,2688,Tierzo
19,2691,Toba (La)
19,2712,Tordellego
19,2705,Tordelrábano
19,2727,Tordesilos
19,2748,Torija
19,2799,Torre del Burgo
19,2770,Torrecuadrada de Molina
19,2786,Torrecuadradilla
19,2803,Torrejón del Rey
19,2810,Torremocha de Jadraque
19,2825,Torremocha del Campo
19,2831,Torremocha del Pinar
19,2846,Torremochuela
19,2859,Torrubia
19,2862,Tórtola de Henares
19,2878,Tortuera
19,2884,Tortuero
19,2897,Traíd
19,2901,Trijueque
19,2918,Trillo
19,2939,Uceda
19,2944,Ujados
19,2960,Utande
19,2976,Valdarachas
19,2982,Valdearenas
19,2995,Valdeavellano
19,3009,Valdeaveruelo
19,3016,Valdeconcha
19,3021,Valdegrudas
19,3037,Valdelcubo
19,3042,Valdenuño Fernández
19,3055,Valdepeñas de la Sierra
19,3068,Valderrebollo
19,3074,Valdesotos
19,3080,Valfermoso de Tajuña
19,3093,Valhermoso
19,3107,Valtablado del Río
19,3114,Valverde de los Arroyos
19,3140,Viana de Jadraque
19,3172,Villanueva de Alcorón
19,3188,Villanueva de Argecilla
19,3191,Villanueva de la Torre
19,3212,Villares de Jadraque
19,3227,Villaseca de Henares
19,3233,Villaseca de Uceda
19,3248,Villel de Mesa
19,3251,Viñuelas
19,3264,Yebes
19,3270,Yebra
19,3299,Yélamos de Abajo
19,3303,Yélamos de Arriba
19,3310,Yunquera de Henares
19,3325,Yunta (La)
19,3331,Zaorejas
19,3346,Zarzuela de Jadraque
19,3359,Zorita de los Canes
20,0013,Abaltzisketa
20,0028,Aduna
20,0163,Aia
20,0034,Aizarnazabal
20,0049,Albiztur
20,0052,Alegia
20,0065,Alkiza
20,9066,Altzaga
20,0071,Altzo
20,0087,Amezketa
20,0090,Andoain
20,0104,Anoeta
20,0111,Antzuola
20,0126,Arama
20,0132,Aretxabaleta
20,0551,Arrasate/Mondragón
20,0147,Asteasu
20,9035,Astigarraga
20,0150,Ataun
20,0179,Azkoitia
20,0185,Azpeitia
20,9040,Baliarrain
20,0198,Beasain
20,0202,Beizama
20,0219,Belauntza
20,0224,Berastegi
20,0744,Bergara
20,0230,Berrobi
20,0245,Bidegoian
20,0296,Deba
20,0697,Donostia-San Sebastián
20,0300,Eibar
20,0317,Elduain
20,0338,Elgeta
20,0322,Elgoibar
20,0678,Errenteria
20,0662,Errezil
20,0343,Eskoriatza
20,0356,Ezkio-Itsaso
20,0381,Gabiria
20,0375,Gaintza
20,9072,Gaztelu
20,0394,Getaria
20,0408,Hernani
20,0415,Hernialde
20,0369,Hondarribia
20,0420,Ibarra
20,0436,Idiazabal
20,0441,Ikaztegieta
20,0454,Irun
20,0467,Irura
20,0473,Itsasondo
20,0489,Larraul
20,9029,Lasarte-Oria
20,0492,Lazkao
20,0505,Leaburu
20,0512,Legazpi
20,0527,Legorreta
20,0684,Leintz-Gatzaga
20,0533,Lezo
20,0548,Lizartza
20,9014,Mendaro
20,0570,Mutiloa
20,0564,Mutriku
20,0631,Oiartzun
20,0586,Olaberria
20,0599,Oñati
20,0760,Ordizia
20,9053,Orendain
20,0603,Orexa
20,0610,Orio
20,0625,Ormaiztegi
